,Title,Time,Link
83,ON THE MOVE: BNP Paribas Hires Wang from Barclays ...,"Aug 31, 2020",https://www.tradersmagazine.com/am/on-the-move-bnp-paribas-hires-wang-from-barclays-northern-trust-adds-western-cannell/
84,Sustainable success: Six months after launch- BNP Paribas ...,1 month ago,http://www.hedgeweek.com/2021/02/11/295813/sustainable-success-six-months-after-launch-bnp-paribas-green-focused-earth-hedge
85,France prosecutors open inquiry against BNP Paribas over ...,"Sep 25, 2020",https://www.jurist.org/news/2020/09/france-prosecutors-open-inquiry-against-bnp-paribas-over-sudan-crimes/
86,BNP Paribas out front on digital asset storage,"Oct 20, 2020",https://www.americanbanker.com/news/bnp-paribas-out-front-on-digital-asset-storage
87,BNP Paribas Securities Services Automates Processing of ...,"Jul 13, 2020",https://www.tradersmagazine.com/departments/brokerage/bnp-paribas-securities-services-automates-processing-of-asset-servicing-docs/
88,On the Move: BNP Paribas AM Adds Billiet; BoA Promotes ...,"Jul 27, 2020",https://www.tradersmagazine.com/featured_articles/on-the-move-bnp-paribas-am-adds-billiet-boa-promotes-zuberi/
89,BNP Paribas revamps top management ahead of new strategy,1 month ago,https://www.livemint.com/companies/news/bnp-paribas-revamps-top-management-ahead-of-new-strategy-11612525883680.html
90,BNP Paribas may lose up to 50% of power clients due to coal ...,"Aug 31, 2020",https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/bnp-paribas-may-lose-up-to-50-of-power-clients-due-to-coal-policy-59871079
91,BNP Paribas sells major stake in ESG shop,"Nov 12, 2020",https://citywireusa.com/professional-buyer/news/bnp-paribas-sells-major-stake-in-esg-shop/a1424954
92,Former BNP Paribas IT head joins BCS Global Markets in ...,"Oct 26, 2020",https://www.thetradenews.com/former-bnp-paribas-it-head-joins-bcs-global-markets-in-senior-operations-role/
93,"BNP Paribas Open makes sense in October- tennis figures say. But 
uncertainty persists","Dec 31, 2020",https://www.desertsun.com/story/sports/tennis/bnp/2020/12/31/bnp-paribas-open-october-tennis-figures-say-makes-sense/4094893001/
94,BNP Paribas to roll out new prime division this year following ...,1 month ago,https://www.thetradenews.com/bnp-paribas-to-roll-out-new-prime-division-this-year-following-deutsche-bank-integration/
95,BNP Paribas In Joint Venture For IT Recycling,"Oct 29, 2020",https://www.forbes.com/sites/tomgroenfeldt/2020/10/29/bnp-paribas-in-joint-venture-for-it-recycling/
96,"BNP Paribas Looks To Transform Finance With Tech: 'A Place For Open 
Innovation'","Nov 24, 2020",https://finance.yahoo.com/news/bnp-paribas-looks-transform-finance-193801076.html
97,Credit Suisse Nabs Russia Team From BNP Paribas,"Oct 5, 2020",https://www.finews.com/news/english-news/43190-bnp-paribas-russia-desk-geneva-credit-suisse-safra-sarasin-nonna-oushenina-gabriel-vaduva
98,French bank SocGen playing catch-up as BNP Paribas ...,"Sep 28, 2020",https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/french-bank-socgen-playing-catch-up-as-bnp-paribas-outshines-60413278
99,BNP Paribas taps into ESG surge with new global ...,"Jul 15, 2020",https://www.hedgeweek.com/2020/07/15/287572/bnp-paribas-taps-esg-surge-new-global-sustainability-focused-hedge-fund-launch
100,BNP Paribas taps into ESG surge with new global ...,"Jul 15, 2020",https://www.hedgeweek.com/2020/07/15/287572/bnp-paribas-taps-esg-surge-new-global-sustainability-focused-hedge-fund-launch
101,BNP Paribas Probed Over Middleman Fee for Deutsche Bank ...,"Nov 12, 2020",https://www.bloomberg.com/news/articles/2020-11-12/bnp-paribas-probed-over-middleman-payment-for-deutsche-bank-deal
102,BNP Paribas plays long-game to be Europe's banking winner from COVID crisis,"Jul 19, 2020",https://www.reuters.com/article/us-bnpparibas-strategy-focus/bnp-paribas-plays-long-game-to-be-europes-banking-winner-from-covid-crisis-idINKCN24L0IW
103,BIC and Exane BNP Paribas pioneer the first European ...,"Dec 17, 2020",https://www.globenewswire.com/news-release/2020/12/17/2146670/0/en/BIC-and-Exane-BNP-Paribas-pioneer-the-first-European-Environmental-Social-and-Governance-ESG-Impact-Share-Buyback-Program.html
104,"BNP Paribas Open 2021 postponed: Organizers hope to hold event later in the 
year","Dec 29, 2020",https://www.desertsun.com/story/sports/tennis/bnp/2020/12/29/bnp-paribas-open-2021-canceled-amid-covid-pandemic-indian-wells/3852029001/
105,EIB Group and BNP Paribas to support French companies,"Jan 7, 2021",https://ec.europa.eu/commission/presscorner/detail/en/IP_21_24
106,BNP Paribas Asset Management Announces New Leadership ...,"Nov 18, 2020",https://www.businesswire.com/news/home/20201118005251/en/BNP-Paribas-Asset-Management-Announces-New-Leadership-Team-in-the-USA
107,BNP Paribas Closes RCF in Latin America with Empresas ...,"Aug 10, 2020",https://www.environmentalleader.com/2020/08/bnp-paribas-closes-first-environment-linked-revolving-credit-facility/
108,BNP Paribas Appoints Florence Pourchet Head of CIB Latin ...,"May 14, 2020",https://www.globenewswire.com/news-release/2020/05/14/2033682/0/en/BNP-Paribas-Appoints-Florence-Pourchet-Head-of-CIB-Latin-America.html
109,BNP Paribas Appoints Credit Suisse Asset Management to ...,"Jan 7, 2021",https://www.businesswire.com/news/home/20210107005181/en/BNP-Paribas-Appoints-Credit-Suisse-Asset-Management-to-Serve-as-Allocation-Agent-for-the-Multi-Factor-Diversified-Strategy-Index
110,BNP Paribas AM launches world's first blue economy ESG ETF,"Oct 13, 2020",https://www.etfstream.com/news/bnp-paribas-am-launches-world-s-first-blue-economy-esg-etf/
111,BNP Paribas appoints Claudine Gallagher as HR head for CIB ...,"Dec 9, 2020",https://www.americanbanker.com/news/bnp-paribas-usa-appoints-claudine-gallagher-as-new-hr-head
112,BNP Paribas Considering Sale of Italian Payments Business ...,"Nov 19, 2020",https://www.bloomberg.com/news/articles/2020-11-19/bnp-paribas-considering-sale-of-italian-payments-business-axepta
