,Unnamed: 0,Symbol,Company,month,EPS_Estimate,Reported_EPS,Surprise (%),Sign,Expectation,Performance
58,58,BK,Bank of New York Mellon Corp,2016-12-20,0.7829999999999999,0.813,3.577,positive,Pos_Average,OutP
59,59,BK,Bank of New York Mellon Corp,2016-11-20,0.797,0.857,7.412999999999999,positive,Above_Average,OutP
60,60,BK,Bank of New York Mellon Corp,2016-10-20,0.81,0.9,11.25,positive,Significantly_Above,OutP
61,61,BK,Bank of New York Mellon Corp,2016-09-20,0.79,0.853,7.9,positive,Above_Average,OutP
62,62,BK,Bank of New York Mellon Corp,2016-08-21,0.77,0.807,4.55,positive,Pos_Average,OutP
63,63,BK,Bank of New York Mellon Corp,2016-07-21,0.75,0.76,1.2,positive,Pos_Average,OutP
64,64,BK,Bank of New York Mellon Corp,2016-06-21,0.727,0.753,3.957,positive,Pos_Average,OutP
65,65,BK,Bank of New York Mellon Corp,2016-05-22,0.703,0.747,6.712999999999999,positive,Above_Average,OutP
66,66,BK,Bank of New York Mellon Corp,2016-04-21,0.68,0.74,9.47,positive,Above_Average,OutP
67,67,BK,Bank of New York Mellon Corp,2016-03-22,0.667,0.72,8.677,positive,Above_Average,OutP
68,68,BK,Bank of New York Mellon Corp,2016-02-21,0.653,0.7,7.882999999999999,positive,Above_Average,regular
69,69,BK,Bank of New York Mellon Corp,2016-01-21,0.64,0.68,7.09,positive,Above_Average,regular
