,Unnamed: 0,Symbol,Company,month,EPS_Estimate,Reported_EPS,Surprise (%),Sign,Expectation,Performance
56,56,GS,Goldman Sachs Group Inc,2017-02-17,4.9830000000000005,5.103,2.583,positive,Pos_Average,OutP
57,57,GS,Goldman Sachs Group Inc,2017-01-18,4.82,5.08,5.37,positive,Above_Average,OutP
58,58,GS,Goldman Sachs Group Inc,2016-12-19,4.487,5.013,12.82,positive,Significantly_Above,OutP
59,59,GS,Goldman Sachs Group Inc,2016-11-19,4.1530000000000005,4.947,20.27,positive,Significantly_Above,OutP
60,60,GS,Goldman Sachs Group Inc,2016-10-18,3.82,4.88,27.72,positive,Significantly_Above,OutP
61,61,GS,Goldman Sachs Group Inc,2016-09-18,3.5469999999999997,4.493,26.506999999999998,positive,Significantly_Above,OutP
62,62,GS,Goldman Sachs Group Inc,2016-08-19,3.273,4.107,25.293000000000003,positive,Significantly_Above,OutP
63,63,GS,Goldman Sachs Group Inc,2016-07-19,3.0,3.72,24.08,positive,Significantly_Above,OutP
64,64,GS,Goldman Sachs Group Inc,2016-06-19,2.8169999999999997,3.373,19.167,positive,Significantly_Above,OutP
65,65,GS,Goldman Sachs Group Inc,2016-05-20,2.633,3.0269999999999997,14.253,positive,Significantly_Above,regular
66,66,GS,Goldman Sachs Group Inc,2016-04-19,2.45,2.68,9.34,positive,Above_Average,regular
67,67,GS,Goldman Sachs Group Inc,2016-03-20,2.813,2.21,-15.13,negative,Significantly_Below,UnderP
68,68,GS,Goldman Sachs Group Inc,2016-02-19,3.177,1.74,-39.6,negative,Significantly_Below,regular
69,69,GS,Goldman Sachs Group Inc,2016-01-20,3.54,1.27,-64.07,negative,Significantly_Below,regular
