Symbol,Company,Date,EPS_Estimate,Reported_EPS,Surprise (%)
USB,U.S. Bancorp,"Jul 17, 2000",0.37,0.37,-0.26
USB,U.S. Bancorp,"Apr 11, 2000",0.35,0.35,+0.55
USB,U.S. Bancorp,"Jan 14, 2000",0.33,0.33,+0.29
USB,U.S. Bancorp,"Oct 12, 1999",0.31,0.32,+4.73
USB,U.S. Bancorp,"Jul 13, 1999",0.28,0.28,-1.45
USB,U.S. Bancorp,"Apr 13, 1999",0.26,0.27,+4.56
USB,U.S. Bancorp,"Jan 12, 1999",0.24,0.24,+0.28
USB,U.S. Bancorp,"Oct 13, 1998",0.23,0.23,+1.03
USB,U.S. Bancorp,"Jul 14, 1998",0.22,0.22,+3.25
USB,U.S. Bancorp,"Apr 14, 1998",0.21,0.21,+0.64
USB,U.S. Bancorp,"Jan 13, 1998",0.2,0.19,-2.52
USB,U.S. Bancorp,"Oct 14, 1997",0.19,0.19,+2.91
USB,U.S. Bancorp,"Jul 10, 1997",0.18,0.18,+1.85
USB,U.S. Bancorp,"Apr 08, 1997",0.17,0.17,+2.36
