,Unnamed: 0,Symbol,Company,month,EPS_Estimate,Reported_EPS,Surprise (%),Sign,Expectation,Performance
58,58,COF,Capital One Financial Corp,2016-12-25,1.72,1.6,-7.16,negative,Below_Average,UnderP
59,59,COF,Capital One Financial Corp,2016-11-25,1.83,1.75,-4.66,negative,Neg_Average,UnderP
60,60,COF,Capital One Financial Corp,2016-10-25,1.94,1.9,-2.16,negative,Neg_Average,UnderP
61,61,COF,Capital One Financial Corp,2016-09-25,1.913,1.83,-4.487,negative,Neg_Average,UnderP
62,62,COF,Capital One Financial Corp,2016-08-26,1.8869999999999998,1.76,-6.813,negative,Below_Average,UnderP
63,63,COF,Capital One Financial Corp,2016-07-21,1.86,1.69,-9.14,negative,Below_Average,UnderP
64,64,COF,Capital One Financial Corp,2016-06-21,1.8769999999999998,1.74,-7.382999999999999,negative,Below_Average,UnderP
65,65,COF,Capital One Financial Corp,2016-05-22,1.893,1.79,-5.627000000000001,negative,Below_Average,UnderP
66,66,COF,Capital One Financial Corp,2016-04-26,1.91,1.84,-3.87,negative,Neg_Average,UnderP
67,67,COF,Capital One Financial Corp,2016-03-27,1.81,1.7530000000000001,-3.283,negative,Neg_Average,UnderP
68,68,COF,Capital One Financial Corp,2016-02-26,1.71,1.6669999999999998,-2.697,negative,Neg_Average,regular
69,69,COF,Capital One Financial Corp,2016-01-26,1.61,1.58,-2.11,negative,Neg_Average,regular
