,Unnamed: 0,Symbol,Company,month,EPS_Estimate,Reported_EPS,Surprise (%),Sign,Expectation,Performance
56,56,JPM,JPMorgan Chase & Co,2017-02-12,1.4669999999999999,1.69,15.593,positive,Significantly_Above,OutP
57,57,JPM,JPMorgan Chase & Co,2017-01-13,1.44,1.71,19.08,positive,Significantly_Above,OutP
58,58,JPM,JPMorgan Chase & Co,2016-12-14,1.423,1.6669999999999998,17.277,positive,Significantly_Above,OutP
59,59,JPM,JPMorgan Chase & Co,2016-11-14,1.4069999999999998,1.6230000000000002,15.472999999999999,positive,Significantly_Above,OutP
60,60,JPM,JPMorgan Chase & Co,2016-10-14,1.39,1.58,13.67,positive,Significantly_Above,OutP
61,61,JPM,JPMorgan Chase & Co,2016-09-14,1.403,1.57,11.96,positive,Significantly_Above,OutP
62,62,JPM,JPMorgan Chase & Co,2016-08-15,1.4169999999999998,1.56,10.25,positive,Significantly_Above,OutP
63,63,JPM,JPMorgan Chase & Co,2016-07-14,1.43,1.55,8.54,positive,Above_Average,OutP
64,64,JPM,JPMorgan Chase & Co,2016-06-14,1.3730000000000002,1.483,8.16,positive,Above_Average,OutP
65,65,JPM,JPMorgan Chase & Co,2016-05-15,1.317,1.4169999999999998,7.78,positive,Above_Average,OutP
66,66,JPM,JPMorgan Chase & Co,2016-04-13,1.26,1.35,7.4,positive,Above_Average,OutP
67,67,JPM,JPMorgan Chase & Co,2016-03-14,1.2570000000000001,1.34,6.7170000000000005,positive,Above_Average,OutP
68,68,JPM,JPMorgan Chase & Co,2016-02-13,1.253,1.33,6.0329999999999995,positive,Above_Average,regular
69,69,JPM,JPMorgan Chase & Co,2016-01-14,1.25,1.32,5.35,positive,Above_Average,regular
