,Symbol,Company,Month,EPS_Estimate,Reported_EPS,Surprise (%),Sign,Expectation,Performance
340,DB,Deutsche Bank Aktiengesellschaft,2016/4/28,0.35,0.44,23.8,positive,Significantly_Above,regular
341,DB,Deutsche Bank Aktiengesellschaft,2016/3/29,0.5429999999999999,0.273,-19.7,negative,Significantly_Below,UnderP
342,DB,Deutsche Bank Aktiengesellschaft,2016/2/28,0.737,0.107,-63.2,negative,Significantly_Below,regular
343,DB,Deutsche Bank Aktiengesellschaft,2016/1/28,0.93,-0.06,-106.7,negative,Significantly_Below,regular
351,GS,Goldman Sachs Group Inc,2021/3/15,7.6370000000000005,4.027,20.543000000000003,positive,Significantly_Above,OutP
352,GS,Goldman Sachs Group Inc,2021/2/13,7.553,8.052999999999999,41.086999999999996,positive,Significantly_Above,OutP
353,GS,Goldman Sachs Group Inc,2021/1/19,7.47,12.08,61.63,positive,Significantly_Above,OutP
354,GS,Goldman Sachs Group Inc,2020/12/20,6.837000000000001,11.047,61.503,positive,Significantly_Above,OutP
355,GS,Goldman Sachs Group Inc,2020/11/20,6.202999999999999,10.013,61.376999999999995,positive,Significantly_Above,OutP
356,GS,Goldman Sachs Group Inc,2020/10/14,5.57,8.98,61.25,positive,Significantly_Above,regular
357,GS,Goldman Sachs Group Inc,2020/9/14,4.977,6.162999999999999,12.167,positive,Significantly_Above,regular
358,GS,Goldman Sachs Group Inc,2020/8/15,4.383,3.347,-36.917,negative,Significantly_Below,UnderP
359,GS,Goldman Sachs Group Inc,2020/7/15,3.79,0.53,-86.0,negative,Significantly_Below,UnderP
360,GS,Goldman Sachs Group Inc,2020/6/15,3.6430000000000002,1.39,-59.757,negative,Significantly_Below,UnderP
361,GS,Goldman Sachs Group Inc,2020/5/16,3.497,2.25,-33.513000000000005,negative,Significantly_Below,UnderP
362,GS,Goldman Sachs Group Inc,2020/4/15,3.35,3.11,-7.27,negative,Below_Average,UnderP
363,GS,Goldman Sachs Group Inc,2020/3/16,4.0569999999999995,3.637,-9.58,negative,Below_Average,UnderP
364,GS,Goldman Sachs Group Inc,2020/2/15,4.763,4.163,-11.89,negative,Significantly_Below,UnderP
365,GS,Goldman Sachs Group Inc,2020/1/15,5.47,4.69,-14.2,negative,Significantly_Below,UnderP
366,GS,Goldman Sachs Group Inc,2019/12/16,5.252999999999999,4.723,-9.64,negative,Below_Average,UnderP
367,GS,Goldman Sachs Group Inc,2019/11/16,5.037,4.757,-5.08,negative,Below_Average,regular
368,GS,Goldman Sachs Group Inc,2019/10/15,4.82,4.79,-0.52,negative,Neg_Average,regular
369,GS,Goldman Sachs Group Inc,2019/9/15,4.843,5.13,5.91,positive,Above_Average,OutP
370,GS,Goldman Sachs Group Inc,2019/8/16,4.867,5.47,12.34,positive,Significantly_Above,OutP
371,GS,Goldman Sachs Group Inc,2019/7/16,4.89,5.81,18.77,positive,Significantly_Above,OutP
372,GS,Goldman Sachs Group Inc,2019/6/16,4.89,5.777,18.133,positive,Significantly_Above,OutP
373,GS,Goldman Sachs Group Inc,2019/5/17,4.89,5.742999999999999,17.497,positive,Significantly_Above,OutP
374,GS,Goldman Sachs Group Inc,2019/4/15,4.89,5.71,16.86,positive,Significantly_Above,OutP
375,GS,Goldman Sachs Group Inc,2019/3/16,4.743,5.82,23.13,positive,Significantly_Above,OutP
376,GS,Goldman Sachs Group Inc,2019/2/14,4.5969999999999995,5.93,29.4,positive,Significantly_Above,OutP
377,GS,Goldman Sachs Group Inc,2019/1/16,4.45,6.04,35.67,positive,Significantly_Above,OutP
378,GS,Goldman Sachs Group Inc,2018/12/17,4.76,6.12,29.363000000000003,positive,Significantly_Above,OutP
379,GS,Goldman Sachs Group Inc,2018/11/17,5.07,6.2,23.057,positive,Significantly_Above,OutP
380,GS,Goldman Sachs Group Inc,2018/10/16,5.38,6.28,16.75,positive,Significantly_Above,OutP
381,GS,Goldman Sachs Group Inc,2018/9/16,5.14,6.18,20.653000000000002,positive,Significantly_Above,OutP
382,GS,Goldman Sachs Group Inc,2018/8/17,4.9,6.08,24.557,positive,Significantly_Above,OutP
383,GS,Goldman Sachs Group Inc,2018/7/17,4.66,5.98,28.46,positive,Significantly_Above,OutP
384,GS,Goldman Sachs Group Inc,2018/6/17,4.967,6.303,27.127,positive,Significantly_Above,OutP
385,GS,Goldman Sachs Group Inc,2018/5/18,5.273,6.627000000000001,25.793000000000003,positive,Significantly_Above,OutP
386,GS,Goldman Sachs Group Inc,2018/4/17,5.58,6.95,24.46,positive,Significantly_Above,OutP
387,GS,Goldman Sachs Group Inc,2018/3/18,5.36,6.527,21.493000000000002,positive,Significantly_Above,OutP
388,GS,Goldman Sachs Group Inc,2018/2/16,5.14,6.103,18.527,positive,Significantly_Above,OutP
389,GS,Goldman Sachs Group Inc,2018/1/17,4.92,5.68,15.56,positive,Significantly_Above,OutP
390,GS,Goldman Sachs Group Inc,2017/12/18,4.67,5.46,17.187,positive,Significantly_Above,OutP
391,GS,Goldman Sachs Group Inc,2017/11/18,4.42,5.24,18.813,positive,Significantly_Above,OutP
392,GS,Goldman Sachs Group Inc,2017/10/17,4.17,5.02,20.44,positive,Significantly_Above,OutP
393,GS,Goldman Sachs Group Inc,2017/9/17,3.91,4.663,19.18,positive,Significantly_Above,OutP
394,GS,Goldman Sachs Group Inc,2017/8/18,3.65,4.3069999999999995,17.92,positive,Significantly_Above,OutP
395,GS,Goldman Sachs Group Inc,2017/7/18,3.39,3.95,16.66,positive,Significantly_Above,OutP
396,GS,Goldman Sachs Group Inc,2017/6/18,4.03,4.35,10.11,positive,Significantly_Above,regular
397,GS,Goldman Sachs Group Inc,2017/5/19,4.67,4.75,3.56,positive,Pos_Average,regular
398,GS,Goldman Sachs Group Inc,2017/4/18,5.31,5.15,-2.99,negative,Neg_Average,regular
399,GS,Goldman Sachs Group Inc,2017/3/19,5.147,5.127000000000001,-0.203,negative,Neg_Average,regular
400,GS,Goldman Sachs Group Inc,2017/2/17,4.9830000000000005,5.103,2.583,positive,Pos_Average,OutP
401,GS,Goldman Sachs Group Inc,2017/1/18,4.82,5.08,5.37,positive,Above_Average,OutP
402,GS,Goldman Sachs Group Inc,2016/12/19,4.487,5.013,12.82,positive,Significantly_Above,OutP
403,GS,Goldman Sachs Group Inc,2016/11/19,4.1530000000000005,4.947,20.27,positive,Significantly_Above,OutP
404,GS,Goldman Sachs Group Inc,2016/10/18,3.82,4.88,27.72,positive,Significantly_Above,OutP
405,GS,Goldman Sachs Group Inc,2016/9/18,3.5469999999999997,4.493,26.506999999999998,positive,Significantly_Above,OutP
406,GS,Goldman Sachs Group Inc,2016/8/19,3.273,4.107,25.293000000000003,positive,Significantly_Above,OutP
407,GS,Goldman Sachs Group Inc,2016/7/19,3.0,3.72,24.08,positive,Significantly_Above,OutP
408,GS,Goldman Sachs Group Inc,2016/6/19,2.8169999999999997,3.373,19.167,positive,Significantly_Above,OutP
409,GS,Goldman Sachs Group Inc,2016/5/20,2.633,3.0269999999999997,14.253,positive,Significantly_Above,regular
410,GS,Goldman Sachs Group Inc,2016/4/19,2.45,2.68,9.34,positive,Above_Average,regular
411,GS,Goldman Sachs Group Inc,2016/3/20,2.813,2.21,-15.13,negative,Significantly_Below,UnderP
412,GS,Goldman Sachs Group Inc,2016/2/19,3.177,1.74,-39.6,negative,Significantly_Below,regular
413,GS,Goldman Sachs Group Inc,2016/1/20,3.54,1.27,-64.07,negative,Significantly_Below,regular
421,JPM,JPMorgan Chase & Co,2021/3/15,2.727,1.263,14.812999999999999,positive,Significantly_Above,OutP
422,JPM,JPMorgan Chase & Co,2021/2/13,2.673,2.5269999999999997,29.627,positive,Significantly_Above,OutP
423,JPM,JPMorgan Chase & Co,2021/1/15,2.62,3.79,44.44,positive,Significantly_Above,OutP
424,JPM,JPMorgan Chase & Co,2020/12/16,2.49,3.5,40.02,positive,Significantly_Above,OutP
425,JPM,JPMorgan Chase & Co,2020/11/16,2.36,3.21,35.6,positive,Significantly_Above,OutP
426,JPM,JPMorgan Chase & Co,2020/10/13,2.23,2.92,31.18,positive,Significantly_Above,OutP
427,JPM,JPMorgan Chase & Co,2020/9/13,1.8330000000000002,2.407,31.64,positive,Significantly_Above,OutP
428,JPM,JPMorgan Chase & Co,2020/8/14,1.4369999999999998,1.893,32.1,positive,Significantly_Above,OutP
429,JPM,JPMorgan Chase & Co,2020/7/14,1.04,1.38,32.56,positive,Significantly_Above,regular
430,JPM,JPMorgan Chase & Co,2020/6/14,1.307,1.18,2.49,positive,Pos_Average,regular
431,JPM,JPMorgan Chase & Co,2020/5/15,1.5730000000000002,0.98,-27.58,negative,Significantly_Below,UnderP
432,JPM,JPMorgan Chase & Co,2020/4/14,1.84,0.78,-57.65,negative,Significantly_Below,UnderP
433,JPM,JPMorgan Chase & Co,2020/3/15,2.01,1.3769999999999998,-35.327,negative,Significantly_Below,regular
434,JPM,JPMorgan Chase & Co,2020/2/14,2.18,1.973,-13.003,negative,Significantly_Below,regular
435,JPM,JPMorgan Chase & Co,2020/1/14,2.35,2.57,9.32,positive,Above_Average,OutP
436,JPM,JPMorgan Chase & Co,2019/12/15,2.383,2.6069999999999998,9.327,positive,Above_Average,OutP
437,JPM,JPMorgan Chase & Co,2019/11/15,2.417,2.6430000000000002,9.333,positive,Above_Average,OutP
438,JPM,JPMorgan Chase & Co,2019/10/15,2.45,2.68,9.34,positive,Above_Average,OutP
439,JPM,JPMorgan Chase & Co,2019/9/15,2.467,2.727,10.54,positive,Significantly_Above,OutP
440,JPM,JPMorgan Chase & Co,2019/8/16,2.483,2.773,11.74,positive,Significantly_Above,OutP
441,JPM,JPMorgan Chase & Co,2019/7/16,2.5,2.82,12.94,positive,Significantly_Above,OutP
442,JPM,JPMorgan Chase & Co,2019/6/16,2.45,2.763,12.833,positive,Significantly_Above,OutP
443,JPM,JPMorgan Chase & Co,2019/5/17,2.4,2.707,12.727,positive,Significantly_Above,OutP
444,JPM,JPMorgan Chase & Co,2019/4/12,2.35,2.65,12.62,positive,Significantly_Above,regular
445,JPM,JPMorgan Chase & Co,2019/3/13,2.3,2.427,5.08,positive,Above_Average,regular
446,JPM,JPMorgan Chase & Co,2019/2/11,2.25,2.2030000000000003,-2.46,negative,Neg_Average,UnderP
447,JPM,JPMorgan Chase & Co,2019/1/15,2.2,1.98,-10.0,negative,Below_Average,UnderP
448,JPM,JPMorgan Chase & Co,2018/12/16,2.217,2.1,-5.3629999999999995,negative,Below_Average,regular
449,JPM,JPMorgan Chase & Co,2018/11/16,2.233,2.22,-0.727,negative,Neg_Average,regular
450,JPM,JPMorgan Chase & Co,2018/10/12,2.25,2.34,3.91,positive,Pos_Average,OutP
451,JPM,JPMorgan Chase & Co,2018/9/12,2.24,2.323,3.7030000000000003,positive,Pos_Average,OutP
452,JPM,JPMorgan Chase & Co,2018/8/13,2.23,2.307,3.497,positive,Pos_Average,OutP
453,JPM,JPMorgan Chase & Co,2018/7/13,2.22,2.29,3.29,positive,Pos_Average,OutP
454,JPM,JPMorgan Chase & Co,2018/6/13,2.24,2.3169999999999997,3.48,positive,Pos_Average,OutP
455,JPM,JPMorgan Chase & Co,2018/5/14,2.26,2.343,3.67,positive,Pos_Average,OutP
456,JPM,JPMorgan Chase & Co,2018/4/13,2.28,2.37,3.86,positive,Pos_Average,OutP
457,JPM,JPMorgan Chase & Co,2018/3/14,2.083,2.167,3.9330000000000003,positive,Pos_Average,OutP
458,JPM,JPMorgan Chase & Co,2018/2/12,1.8869999999999998,1.963,4.007,positive,Pos_Average,OutP
459,JPM,JPMorgan Chase & Co,2018/1/12,1.69,1.76,4.08,positive,Pos_Average,OutP
460,JPM,JPMorgan Chase & Co,2017/12/13,1.6769999999999998,1.76,4.877,positive,Pos_Average,OutP
461,JPM,JPMorgan Chase & Co,2017/11/13,1.663,1.76,5.672999999999999,positive,Above_Average,OutP
462,JPM,JPMorgan Chase & Co,2017/10/12,1.65,1.76,6.47,positive,Above_Average,OutP
463,JPM,JPMorgan Chase & Co,2017/9/12,1.6269999999999998,1.78,9.302999999999999,positive,Above_Average,OutP
464,JPM,JPMorgan Chase & Co,2017/8/13,1.6030000000000002,1.8,12.137,positive,Significantly_Above,OutP
465,JPM,JPMorgan Chase & Co,2017/7/14,1.58,1.82,14.97,positive,Significantly_Above,OutP
466,JPM,JPMorgan Chase & Co,2017/6/14,1.56,1.7630000000000001,12.853,positive,Significantly_Above,OutP
467,JPM,JPMorgan Chase & Co,2017/5/15,1.54,1.7069999999999999,10.737,positive,Significantly_Above,OutP
468,JPM,JPMorgan Chase & Co,2017/4/13,1.52,1.65,8.62,positive,Above_Average,OutP
469,JPM,JPMorgan Chase & Co,2017/3/14,1.493,1.67,12.107000000000001,positive,Significantly_Above,OutP
470,JPM,JPMorgan Chase & Co,2017/2/12,1.4669999999999999,1.69,15.593,positive,Significantly_Above,OutP
471,JPM,JPMorgan Chase & Co,2017/1/13,1.44,1.71,19.08,positive,Significantly_Above,OutP
472,JPM,JPMorgan Chase & Co,2016/12/14,1.423,1.6669999999999998,17.277,positive,Significantly_Above,OutP
473,JPM,JPMorgan Chase & Co,2016/11/14,1.4069999999999998,1.6230000000000002,15.472999999999999,positive,Significantly_Above,OutP
474,JPM,JPMorgan Chase & Co,2016/10/14,1.39,1.58,13.67,positive,Significantly_Above,OutP
475,JPM,JPMorgan Chase & Co,2016/9/14,1.403,1.57,11.96,positive,Significantly_Above,OutP
476,JPM,JPMorgan Chase & Co,2016/8/15,1.4169999999999998,1.56,10.25,positive,Significantly_Above,OutP
477,JPM,JPMorgan Chase & Co,2016/7/14,1.43,1.55,8.54,positive,Above_Average,OutP
478,JPM,JPMorgan Chase & Co,2016/6/14,1.3730000000000002,1.483,8.16,positive,Above_Average,OutP
479,JPM,JPMorgan Chase & Co,2016/5/15,1.317,1.4169999999999998,7.78,positive,Above_Average,OutP
480,JPM,JPMorgan Chase & Co,2016/4/13,1.26,1.35,7.4,positive,Above_Average,OutP
481,JPM,JPMorgan Chase & Co,2016/3/14,1.2570000000000001,1.34,6.7170000000000005,positive,Above_Average,OutP
482,JPM,JPMorgan Chase & Co,2016/2/13,1.253,1.33,6.0329999999999995,positive,Above_Average,regular
483,JPM,JPMorgan Chase & Co,2016/1/14,1.25,1.32,5.35,positive,Above_Average,regular
491,PNC,PNC Financial Services Group Inc,2021/3/17,2.6069999999999998,1.087,8.222999999999999,positive,Above_Average,OutP
492,PNC,PNC Financial Services Group Inc,2021/2/15,2.613,2.173,16.447,positive,Significantly_Above,OutP
493,PNC,PNC Financial Services Group Inc,2021/1/15,2.62,3.26,24.67,positive,Significantly_Above,OutP
494,PNC,PNC Financial Services Group Inc,2020/12/16,2.4530000000000003,3.303,36.39,positive,Significantly_Above,OutP
495,PNC,PNC Financial Services Group Inc,2020/11/16,2.287,3.347,48.11,positive,Significantly_Above,OutP
496,PNC,PNC Financial Services Group Inc,2020/10/14,2.12,3.39,59.83,positive,Significantly_Above,OutP
497,PNC,PNC Financial Services Group Inc,2020/9/14,1.5830000000000002,5.06,551.3,positive,Significantly_Above,OutP
498,PNC,PNC Financial Services Group Inc,2020/8/15,1.047,6.73,1042.77,positive,Significantly_Above,OutP
499,PNC,PNC Financial Services Group Inc,2020/7/15,0.51,8.4,1534.24,positive,Significantly_Above,OutP
500,PNC,PNC Financial Services Group Inc,2020/6/15,0.91,6.25,1027.46,positive,Significantly_Above,OutP
501,PNC,PNC Financial Services Group Inc,2020/5/16,1.31,4.1,520.68,positive,Significantly_Above,OutP
502,PNC,PNC Financial Services Group Inc,2020/4/15,1.71,1.95,13.9,positive,Significantly_Above,OutP
503,PNC,PNC Financial Services Group Inc,2020/3/16,2.117,2.29,9.687000000000001,positive,Above_Average,OutP
504,PNC,PNC Financial Services Group Inc,2020/2/15,2.523,2.63,5.473,positive,Above_Average,OutP
505,PNC,PNC Financial Services Group Inc,2020/1/15,2.93,2.97,1.26,positive,Pos_Average,OutP
506,PNC,PNC Financial Services Group Inc,2019/12/16,2.887,2.96,2.47,positive,Pos_Average,OutP
507,PNC,PNC Financial Services Group Inc,2019/11/16,2.843,2.95,3.68,positive,Pos_Average,OutP
508,PNC,PNC Financial Services Group Inc,2019/10/16,2.8,2.94,4.89,positive,Pos_Average,OutP
509,PNC,PNC Financial Services Group Inc,2019/9/16,2.807,2.92,3.947,positive,Pos_Average,OutP
510,PNC,PNC Financial Services Group Inc,2019/8/17,2.813,2.9,3.003,positive,Pos_Average,OutP
511,PNC,PNC Financial Services Group Inc,2019/7/17,2.82,2.88,2.06,positive,Pos_Average,OutP
512,PNC,PNC Financial Services Group Inc,2019/6/17,2.75,2.79,1.4,positive,Pos_Average,OutP
513,PNC,PNC Financial Services Group Inc,2019/5/18,2.68,2.7,0.74,positive,Pos_Average,regular
514,PNC,PNC Financial Services Group Inc,2019/4/12,2.61,2.61,0.08,positive,Pos_Average,regular
515,PNC,PNC Financial Services Group Inc,2019/3/13,2.67,2.657,-0.36700000000000005,negative,Neg_Average,UnderP
516,PNC,PNC Financial Services Group Inc,2019/2/11,2.73,2.7030000000000003,-0.813,negative,Neg_Average,regular
517,PNC,PNC Financial Services Group Inc,2019/1/16,2.79,2.75,-1.26,negative,Neg_Average,regular
518,PNC,PNC Financial Services Group Inc,2018/12/17,2.767,2.773,0.33299999999999996,positive,Pos_Average,OutP
519,PNC,PNC Financial Services Group Inc,2018/11/17,2.7430000000000003,2.7969999999999997,1.9269999999999998,positive,Pos_Average,OutP
520,PNC,PNC Financial Services Group Inc,2018/10/12,2.72,2.82,3.52,positive,Pos_Average,OutP
521,PNC,PNC Financial Services Group Inc,2018/9/12,2.673,2.787,4.21,positive,Pos_Average,OutP
522,PNC,PNC Financial Services Group Inc,2018/8/13,2.627,2.753,4.9,positive,Pos_Average,OutP
523,PNC,PNC Financial Services Group Inc,2018/7/13,2.58,2.72,5.59,positive,Above_Average,OutP
524,PNC,PNC Financial Services Group Inc,2018/6/13,2.53,2.623,3.7,positive,Pos_Average,regular
525,PNC,PNC Financial Services Group Inc,2018/5/14,2.48,2.5269999999999997,1.81,positive,Pos_Average,regular
526,PNC,PNC Financial Services Group Inc,2018/4/13,2.43,2.43,-0.08,negative,Neg_Average,regular
527,PNC,PNC Financial Services Group Inc,2018/3/14,2.353,2.383,1.3730000000000002,positive,Pos_Average,OutP
528,PNC,PNC Financial Services Group Inc,2018/2/12,2.2769999999999997,2.3369999999999997,2.827,positive,Pos_Average,OutP
529,PNC,PNC Financial Services Group Inc,2018/1/12,2.2,2.29,4.28,positive,Pos_Average,OutP
530,PNC,PNC Financial Services Group Inc,2017/12/13,2.177,2.247,3.323,positive,Pos_Average,OutP
531,PNC,PNC Financial Services Group Inc,2017/11/13,2.153,2.2030000000000003,2.367,positive,Pos_Average,OutP
532,PNC,PNC Financial Services Group Inc,2017/10/13,2.13,2.16,1.41,positive,Pos_Average,OutP
533,PNC,PNC Financial Services Group Inc,2017/9/13,2.093,2.14,2.313,positive,Pos_Average,OutP
534,PNC,PNC Financial Services Group Inc,2017/8/14,2.057,2.12,3.217,positive,Pos_Average,OutP
535,PNC,PNC Financial Services Group Inc,2017/7/14,2.02,2.1,4.12,positive,Pos_Average,OutP
536,PNC,PNC Financial Services Group Inc,2017/6/14,1.96,2.053,4.94,positive,Pos_Average,OutP
537,PNC,PNC Financial Services Group Inc,2017/5/15,1.9,2.0069999999999997,5.76,positive,Above_Average,OutP
538,PNC,PNC Financial Services Group Inc,2017/4/13,1.84,1.96,6.58,positive,Above_Average,OutP
539,PNC,PNC Financial Services Group Inc,2017/3/14,1.8430000000000002,1.963,6.647,positive,Above_Average,OutP
540,PNC,PNC Financial Services Group Inc,2017/2/12,1.847,1.9669999999999999,6.712999999999999,positive,Above_Average,OutP
541,PNC,PNC Financial Services Group Inc,2017/1/13,1.85,1.97,6.78,positive,Above_Average,OutP
542,PNC,PNC Financial Services Group Inc,2016/12/14,1.827,1.9269999999999998,5.72,positive,Above_Average,OutP
543,PNC,PNC Financial Services Group Inc,2016/11/14,1.8030000000000002,1.883,4.66,positive,Pos_Average,OutP
544,PNC,PNC Financial Services Group Inc,2016/10/14,1.78,1.84,3.6,positive,Pos_Average,OutP
545,PNC,PNC Financial Services Group Inc,2016/9/14,1.77,1.8330000000000002,3.673,positive,Pos_Average,OutP
546,PNC,PNC Financial Services Group Inc,2016/8/15,1.76,1.827,3.747,positive,Pos_Average,OutP
547,PNC,PNC Financial Services Group Inc,2016/7/15,1.75,1.82,3.82,positive,Pos_Average,OutP
548,PNC,PNC Financial Services Group Inc,2016/6/15,1.733,1.7730000000000001,2.117,positive,Pos_Average,regular
549,PNC,PNC Financial Services Group Inc,2016/5/16,1.7169999999999999,1.7269999999999999,0.413,positive,Pos_Average,regular
550,PNC,PNC Financial Services Group Inc,2016/4/14,1.7,1.68,-1.29,negative,Neg_Average,regular
558,SCHW,Charles Schwab Corp,2021/3/14,0.723,0.247,1.607,positive,Pos_Average,OutP
559,SCHW,Charles Schwab Corp,2021/2/12,0.7170000000000001,0.493,3.213,positive,Pos_Average,OutP
560,SCHW,Charles Schwab Corp,2021/1/19,0.71,0.74,4.82,positive,Pos_Average,OutP
561,SCHW,Charles Schwab Corp,2020/12/20,0.627,0.6629999999999999,7.08,positive,Above_Average,OutP
562,SCHW,Charles Schwab Corp,2020/11/20,0.5429999999999999,0.5870000000000001,9.34,positive,Above_Average,OutP
563,SCHW,Charles Schwab Corp,2020/10/15,0.46,0.51,11.6,positive,Significantly_Above,OutP
564,SCHW,Charles Schwab Corp,2020/9/15,0.483,0.52,8.557,positive,Above_Average,OutP
565,SCHW,Charles Schwab Corp,2020/8/16,0.507,0.53,5.513,positive,Above_Average,OutP
566,SCHW,Charles Schwab Corp,2020/7/16,0.53,0.54,2.47,positive,Pos_Average,regular
567,SCHW,Charles Schwab Corp,2020/6/16,0.56,0.563,1.003,positive,Pos_Average,regular
568,SCHW,Charles Schwab Corp,2020/5/17,0.59,0.5870000000000001,-0.46299999999999997,negative,Neg_Average,UnderP
569,SCHW,Charles Schwab Corp,2020/4/15,0.62,0.61,-1.93,negative,Neg_Average,UnderP
570,SCHW,Charles Schwab Corp,2020/3/16,0.627,0.613,-2.2769999999999997,negative,Neg_Average,UnderP
571,SCHW,Charles Schwab Corp,2020/2/15,0.633,0.617,-2.623,negative,Neg_Average,regular
572,SCHW,Charles Schwab Corp,2020/1/16,0.64,0.62,-2.97,negative,Neg_Average,regular
573,SCHW,Charles Schwab Corp,2019/12/17,0.64,0.647,0.973,positive,Pos_Average,OutP
574,SCHW,Charles Schwab Corp,2019/11/17,0.64,0.6729999999999999,4.917,positive,Pos_Average,OutP
575,SCHW,Charles Schwab Corp,2019/10/15,0.64,0.7,8.86,positive,Above_Average,OutP
576,SCHW,Charles Schwab Corp,2019/9/15,0.643,0.687,6.263,positive,Above_Average,OutP
577,SCHW,Charles Schwab Corp,2019/8/16,0.647,0.6729999999999999,3.667,positive,Pos_Average,OutP
578,SCHW,Charles Schwab Corp,2019/7/16,0.65,0.66,1.07,positive,Pos_Average,OutP
579,SCHW,Charles Schwab Corp,2019/6/16,0.653,0.67,2.44,positive,Pos_Average,OutP
580,SCHW,Charles Schwab Corp,2019/5/17,0.657,0.68,3.81,positive,Pos_Average,OutP
581,SCHW,Charles Schwab Corp,2019/4/15,0.66,0.69,5.18,positive,Above_Average,OutP
582,SCHW,Charles Schwab Corp,2019/3/16,0.653,0.677,4.027,positive,Pos_Average,OutP
583,SCHW,Charles Schwab Corp,2019/2/14,0.647,0.6629999999999999,2.873,positive,Pos_Average,OutP
584,SCHW,Charles Schwab Corp,2019/1/16,0.64,0.65,1.72,positive,Pos_Average,OutP
585,SCHW,Charles Schwab Corp,2018/12/17,0.643,0.65,1.3530000000000002,positive,Pos_Average,OutP
586,SCHW,Charles Schwab Corp,2018/11/17,0.647,0.65,0.987,positive,Pos_Average,OutP
587,SCHW,Charles Schwab Corp,2018/10/15,0.65,0.65,0.62,positive,Pos_Average,OutP
588,SCHW,Charles Schwab Corp,2018/9/15,0.627,0.633,1.683,positive,Pos_Average,OutP
589,SCHW,Charles Schwab Corp,2018/8/16,0.603,0.617,2.747,positive,Pos_Average,OutP
590,SCHW,Charles Schwab Corp,2018/7/17,0.58,0.6,3.81,positive,Pos_Average,OutP
591,SCHW,Charles Schwab Corp,2018/6/17,0.5670000000000001,0.583,3.41,positive,Pos_Average,OutP
592,SCHW,Charles Schwab Corp,2018/5/18,0.5529999999999999,0.5670000000000001,3.01,positive,Pos_Average,OutP
593,SCHW,Charles Schwab Corp,2018/4/16,0.54,0.55,2.61,positive,Pos_Average,OutP
594,SCHW,Charles Schwab Corp,2018/3/17,0.49700000000000005,0.513,3.833,positive,Pos_Average,OutP
595,SCHW,Charles Schwab Corp,2018/2/15,0.45299999999999996,0.47700000000000004,5.0569999999999995,positive,Above_Average,OutP
596,SCHW,Charles Schwab Corp,2018/1/17,0.41,0.44,6.28,positive,Above_Average,OutP
597,SCHW,Charles Schwab Corp,2017/12/18,0.41,0.433,5.25,positive,Above_Average,OutP
598,SCHW,Charles Schwab Corp,2017/11/18,0.41,0.42700000000000005,4.22,positive,Pos_Average,OutP
599,SCHW,Charles Schwab Corp,2017/10/16,0.41,0.42,3.19,positive,Pos_Average,OutP
600,SCHW,Charles Schwab Corp,2017/9/16,0.40299999999999997,0.41,2.3,positive,Pos_Average,OutP
601,SCHW,Charles Schwab Corp,2017/8/17,0.397,0.4,1.41,positive,Pos_Average,OutP
602,SCHW,Charles Schwab Corp,2017/7/18,0.39,0.39,0.52,positive,Pos_Average,OutP
603,SCHW,Charles Schwab Corp,2017/6/18,0.38299999999999995,0.39,2.63,positive,Pos_Average,OutP
604,SCHW,Charles Schwab Corp,2017/5/19,0.377,0.39,4.74,positive,Pos_Average,OutP
605,SCHW,Charles Schwab Corp,2017/4/18,0.37,0.39,6.85,positive,Above_Average,OutP
606,SCHW,Charles Schwab Corp,2017/3/19,0.36700000000000005,0.38,4.753,positive,Pos_Average,OutP
607,SCHW,Charles Schwab Corp,2017/2/17,0.363,0.37,2.657,positive,Pos_Average,OutP
608,SCHW,Charles Schwab Corp,2017/1/18,0.36,0.36,0.56,positive,Pos_Average,OutP
609,SCHW,Charles Schwab Corp,2016/12/19,0.35,0.35700000000000004,1.97,positive,Pos_Average,OutP
610,SCHW,Charles Schwab Corp,2016/11/19,0.34,0.353,3.38,positive,Pos_Average,OutP
611,SCHW,Charles Schwab Corp,2016/10/17,0.33,0.35,4.79,positive,Pos_Average,OutP
612,SCHW,Charles Schwab Corp,2016/9/17,0.32,0.33299999999999996,3.417,positive,Pos_Average,OutP
613,SCHW,Charles Schwab Corp,2016/8/18,0.31,0.317,2.043,positive,Pos_Average,OutP
614,SCHW,Charles Schwab Corp,2016/7/18,0.3,0.3,0.67,positive,Pos_Average,regular
615,SCHW,Charles Schwab Corp,2016/6/18,0.297,0.297,0.33299999999999996,positive,Pos_Average,regular
616,SCHW,Charles Schwab Corp,2016/5/19,0.293,0.293,-0.003,negative,Neg_Average,UnderP
617,SCHW,Charles Schwab Corp,2016/4/15,0.29,0.29,-0.34,negative,Neg_Average,UnderP
618,SCHW,Charles Schwab Corp,2016/3/16,0.27699999999999997,0.273,-1.8130000000000002,negative,Neg_Average,UnderP
619,SCHW,Charles Schwab Corp,2016/2/15,0.263,0.257,-3.287,negative,Neg_Average,regular
620,SCHW,Charles Schwab Corp,2016/1/19,0.25,0.24,-4.76,negative,Neg_Average,regular
621,TD,The Toronto-Dominion Bank,2021/2/25,1.49,1.83,23.07,positive,Significantly_Above,OutP
622,TD,The Toronto-Dominion Bank,2021/1/26,1.4169999999999998,1.7530000000000001,24.073,positive,Significantly_Above,OutP
